Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Cereal production (metric tons),AG.PRD.CREL.MT,Sweden,SWE,6379500,5604200,4656800,5055900,4985200,5775400,6162400,5447300,5949600,3255500,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Switzerland,CHE,1268000,1169500,999473,950518,867294,994406,910072,743880,976614,882055,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Syrian Arab Republic,SYR,3100767,3512791,4829179,4600764,4207811,2696860,3551357,2458207,2695135,1713213,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Tajikistan,TJK,..,544994,1034798,1175450,1328800,1257965,1324044,1367078,1365515,1218840,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Tanzania,TZA,3960300,3622945,7955143,8119819,8867188,10825389,10022717,10101310,10064342,10304518,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Thailand,THA,21169497,30529251,43393530,43376227,41971848,37762326,32797879,30483516,38015496,37564640,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Timor-Leste,TLS,132765,139449,148080,182005,188121,191297,213902,200672,188068,188212,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Togo,TGO,483958,740520,1057893,1268350,1306625,1310851,1249728,1263762,1301069,1338743,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Trinidad and Tobago,TTO,16913,7231,6124,5622,6292,6136,4324,4850,4512,3367,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Tunisia,TUN,1654847,1121989,2343806,2305900,1328220,2350018,1339739,1324414,1637529,2262377,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Turkey,TUR,30201369,32240094,35195055,33370865,37475610,32708005,38632438,35276615,36126157,34395628,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Turkmenistan,TKM,..,1751000,1203130,1394235,1814000,1410000,1617000,1800000,1207000,1188969,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Uganda,UGA,1580000,2112000,3500763,3546438,3508500,3557486,3441699,3491857,3811459,3756632,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Ukraine,UKR,..,23814124,56263263,45750171,62687582,63388560,59627180,65217850,60685735,69109347,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,United Arab Emirates,ARE,2877,4037,4590,3779,772,2694,3809,6101,17257,9056,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,United Kingdom,GBR,22569000,23988441,21484952,19515045,20083467,24468841,24734564,21964131,23000066,21084346,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,United States,USA,312410604,342631506,385545256,356210124,434308450,442849090,431870788,503465267,466847085,467951140,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Uruguay,URY,1122627,1849419,3721491,4603046,3508600,4017796,3619589,3928448,3108318,3386271,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Uzbekistan,UZB,..,4107900,7063268,7431597,7704980,7890990,8014002,15255835,13282118,11718663,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Vanuatu,VUT,700,726,831,800,950,897,883,897,907,917,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,"Venezuela, RB",VEN,1874179,2948369,3429024,3311726,3693974,3597762,2294532,1782326,1475136,1850657,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Vietnam,VNM,19896104,34537106,47235598,48712658,49231389,50178378,50379410,48359870,47877218,48923673,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,West Bank and Gaza,PSE,..,67842,24638,35898,59051,47262,44208,44287,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,"Yemen, Rep.",YEM,766873,672237,816555,909741,863334,699962,459246,357068,358355,478317,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Zambia,ZMB,1209431,1208056,3373681,3203354,2900044,3652043,2906777,3112301,3897206,2606609,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Zimbabwe,ZWE,2561741,1961948,1172612,1284098,1152077,1210469,799405,675062,895073,950627,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Africa Eastern and Southern,AFE,37934834,44477950,68285140,75820209,79658640,90255727,79590233,81879385,90860100,88455161,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Africa Western and Central,AFW,30908317,39014258,51820230,60126584,57650900,62741792,66110307,71146123,68584058,73122427,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Arab World,ARB,35234120,32528822,49615999,52385066,60100064,57430988,54352426,49698144,52395230,58142520,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Caribbean small states,CSS,410172,674891,961918,980340,1213506,1020680,1050266,917800,1051656,1350154,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Central Europe and the Baltics,CEB,65874490,63008051,89668740,79411882,94100903,105877821,96099252,103432662,105791344,104992811,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Early-demographic dividend,EAR,479473448,606931422,773726483,790512375,809931386,815112777,816139797,849437661,901148746,896865652,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,East Asia & Pacific,EAS,589924862,642278521,831156113,862585031,869322619,874687054,937050335,932528967,965103632,943412285,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,East Asia & Pacific (excluding high income),EAP,540340178,584627340,771105339,798897552,813296658,815799813,879794759,877555030,895764464,890301619,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,East Asia & Pacific (IDA & IBRD countries),TEA,534059873,581685340,766410831,793702348,808097252,810577538,874306240,872580940,890921925,886089780,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Euro area,EMU,149929855,185006839,179934153,182837981,192546833,201601427,196469290,176774005,180162547,170582565,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Europe & Central Asia,ECS,288285147,432966987,542844019,481849240,558046979,592532260,577727361,591355967,603278235,573004673,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Europe & Central Asia (excluding high income),ECA,56397867,165331470,274370600,214716064,276708960,288321281,284913762,317283211,325798355,317634568,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Europe & Central Asia (IDA & IBRD countries),TEC,84411378,189982607,303973287,245954498,308359580,323268191,315719279,350706306,360382967,347659197,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,European Union,EUU,231790823,256044372,273333537,265402640,289480200,309118260,293720773,280560198,288816894,274220933,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Fragile and conflict affected situations,FCS,63777736,79050769,116866270,128949905,132189705,140888213,135417231,143035295,135543631,141457157,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Heavily indebted poor countries (HIPC),HPC,38654231,47496706,88964259,103433168,107010127,114855970,111133274,117262805,115591000,121458718,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,High income,HIC,659367802,725870523,771888155,748486139,847040958,867122352,844894733,901058861,878380918,843269914,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,IBRD only,IBD,944370549,1163244980,1570614337,1563284233,1662853255,1682547605,1733290461,1754603762,1857423142,1827998653,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,IDA & IBRD total,IBT,1082793568,1351627072,1844086112,1850715175,1956505346,1991363034,2038572468,2074463531,2179336803,2153714248,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,IDA blend,IDB,44987425,61967049,75493091,74816256,76566829,83348838,83815733,94971160,92694141,90910132,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,IDA only,IDX,93435594,126415043,197978684,212614686,217085262,225466591,221466274,224888609,229219520,234805463,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,IDA total,IDA,138423019,188382092,273471775,287430942,293652091,308815429,305282007,319859769,321913661,325715595,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Late-demographic dividend,LTE,554870900,660610950,917141053,902489909,968876393,986679588,1047457423,1033630214,1094950316,1057472478,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Latin America & Caribbean,LCN,98081777,137813180,194460798,210301134,225547699,227673125,237272627,223874974,270035715,250447725,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Latin America & Caribbean (excluding high income),LAC,92083818,130417281,183352163,198914218,214333041,216571768,227563971,214285609,261975583,241544781,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Latin America & the Caribbean (IDA & IBRD countries),TLA,97538498,136985908,193538564,209295490,224441699,226654705,236479743,222942741,269248430,249634212,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Least developed countries: UN classification,LDC,87301673,116626835,185675786,198691616,203741061,214386029,208847111,213793028,217799108,223302819,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Low & middle income,LMY,1055605682,1323417150,1809016170,1814326571,1920004525,1951602724,2004383906,2037401681,2142321883,2119812027,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Low income,LIC,36594399,39773754,72988854,86848710,88717522,92684534,89096569,93463164,90716651,93825985,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Lower middle income,LMC,430201159,565689213,764273934,767512647,799138382,810123640,804430704,835713077,862258173,884402603,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Middle East & North Africa,MEA,48620425,45009972,64572534,64745292,70201114,66649925,68260806,63420133,67223260,70090022,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Middle East & North Africa (excluding high income),MNA,44065206,42595583,62770639,63205022,68881871,64661979,66283160,61584338,65471171,68400106,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Middle East & North Africa (IDA & IBRD countries),TMN,44065206,42527741,62746001,63169124,68822820,64614717,66238952,61540051,65471171,68400106,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Middle income,MIC,1019011283,1283643396,1736027316,1727477861,1831287003,1858918190,1915287337,1943938517,2051605232,2025986042,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,North America,NAC,369216839,393721906,433882456,408050024,500837051,494532591,485433788,562369334,523224785,526046940,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,OECD members,OED,711535654,781448503,829627501,809575770,912303585,930084625,912499790,968595383,947521634,908356026,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Other small states,OSS,1196361,1851586,2060151,2405271,2319807,2403823,2873553,2126592,2764521,2304356,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Pacific island small states,PSS,30102,19593,11985,8663,11688,11767,11314,13454,14006,12226,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Post-demographic dividend,PST,626491532,723047115,799186371,763635524,880628699,897069149,872967676,932627177,905891673,884115862,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Pre-demographic dividend,PRE,53224804,59531781,92480305,107668743,109571248,121552346,113249092,122785837,118237497,124343081,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Small states,SST,1636635,2546070,3034054,3394274,3545001,3436270,3935133,3057846,3830183,3666736,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,South Asia,SAS,253875462,316953268,397312059,402646922,409474455,413250364,400127714,413667985,433868152,440353365,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,South Asia (IDA & IBRD),TSA,253875462,316953268,397312059,402646922,409474455,413250364,400127714,413667985,433868152,440353365,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Sub-Saharan Africa,SSF,68843151,83492208,120105370,135946793,137309540,152997519,145700540,153025508,159444158,161577588,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Sub-Saharan Africa (excluding high income),SSA,68843151,83492208,120105370,135946793,137309540,152997519,145700540,153025508,159444158,161577588,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Sub-Saharan Africa (IDA & IBRD countries),TSS,68843151,83492208,120105370,135946793,137309540,152997519,145700540,153025508,159444158,161577588,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Upper middle income,UMC,588810124,717954183,971753382,959965214,1032148621,1048794550,1110856633,1108225440,1189347059,1141583439,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,World,WLD,1716847663,2052236042,2584333349,2566124436,2770739457,2822322838,2851573171,2940242868,3022177937,2964932598,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 04/08/2022,,,,,,,,,,,,,,,
