Code,License Type,Indicator Name,Long definition,Source,Topic,Periodicity,Development relevance,Limitations and exceptions,License URL
AG.LND.PRCP.MM,CC BY-4.0,Average precipitation in depth (mm per year),Average precipitation is the long-term average in depth (over space and time) of annual precipitation in the country. Precipitation is defined as any kind of water that falls from clouds as a liquid or a solid.,"Food and Agriculture Organization, electronic files and web site.",Environment: Land use,Annual,"The agriculture sector is the most water-intensive sector, and water delivery in agriculture is increasingly important. Data on irrigated agricultural land and data on average precipitation illustrate how countries obtain water for agricultural use.","The data are collected by the Food and Agriculture Organization of the United Nations (FAO) through annual questionnaires. The FAO tries to impose standard definitions and reporting methods, but complete consistency across countries and over time is not possible.",https://datacatalog.worldbank.org/public-licenses#cc-by
